stata_name,stcd,year,total_hosp_cost,total_hosp_revenue,hospital_beds,bedsize_cat,teaching_hospital,system_member,level_trauma,white,rural_area,herf_cat,herf_index,non_white,log_hosp_cost,log_hosp_revenue,total_hospital_beds,total_hospital_medicare_days,total_hospital_medicaid_days,interns_and_residents,total_hospital_employees_on_payr,total_hospital_non_paid_workers,total_hospital_medicare_discharg,total_hospital_medicaid_discharg,total_hospital_discharges,own
Florida,39,2012,1.26E+08,1.35E+08,156,4,0,1,0,75.4,0,2,2,24.6,18.64958,18.71986,817.82,58851.96,30836.64,30.43,5617.716,,10579.568,5671,37281,0
Florida,39,2012,1.83E+08,1.95E+08,221,5,0,1,0,56.6,0,1,2,43.4,19.02359,19.0907,150.38,12842.82,5280.54,,970.416,,3138.064,1123,7611,1
Florida,39,2012,1.31E+08,1.38E+08,175,4,0,1,0,75.4,0,2,2,24.6,18.69024,18.74031,56.65,4647.12,429.42,,138.384,,584.912,83,1043,1
Florida,39,2012,1.03E+09,1.07E+09,1018,8,1,0,1,53.7,0,1,2,46.3,20.74832,20.79425,882.71,68740.86,62067,256.24,7508.76,,10605.144,8764,42701,0
Florida,39,2012,2.58E+08,2.43E+08,395,6,1,0,2,76.9,0,1,2,23.1,19.36791,19.30898,443.93,29166.9,19615.62,31.58,3265.404,,6117.112,4259,25202,2
Florida,39,2012,5.45E+08,5.61E+08,666,8,1,0,3,15.4,0,0,2,84.6,20.11539,20.14451,524.27,44290.44,11981.94,139.18,4060.116,,6896.624,2010,19747,2
Florida,39,2012,1.48E+08,1.75E+08,99,3,1,1,0,76.1,0,1,2,23.9,18.81307,18.97749,1015.58,56370.3,53893.74,,5300.4,,11843.912,9853,56721,1
Florida,39,2012,2.07E+08,2.26E+08,204,5,1,1,0,74.5,0,1,2,25.5,19.14988,19.23762,302.82,40081.92,7911.12,,1823.472,,8951.6,1776,17263,2
Florida,39,2012,3.57E+08,4.03E+08,214,5,1,1,0,56.6,0,1,2,43.4,19.69418,19.81529,511.91,39471.96,12098.22,25.08,2592,,8854.856,2995,24989,2
Florida,39,2012,4.24E+08,4.45E+08,571,8,1,1,0,43.5,0,0,2,56.5,19.86589,19.91453,127.72,12587.82,2286.84,,634.368,,2842.272,314,6054,0
Florida,39,2012,4.00E+08,4.62E+08,524,8,1,1,0,76.9,0,1,2,23.1,19.8071,19.95197,526.33,35515.38,5108.16,,2852.904,,7841.824,1093,17276,0
Florida,39,2012,8.09E+07,1.02E+08,147,4,1,1,0,53.7,0,1,2,46.3,18.20867,18.44317,154.5,8397.66,1348.44,,523.932,,1962.68,480,4885,2
Florida,39,2012,3.38E+08,3.67E+08,322,6,1,1,0,53.7,0,1,2,46.3,19.63772,19.72096,366.68,25463.28,7404.18,,1690.848,,5763.496,1332,12463,0
Florida,39,2012,2.47E+08,2.55E+08,396,6,1,1,0,75.4,0,2,2,24.6,19.325,19.35746,458.35,37468.68,8479.26,,2364.6,,7081.216,1641,21765,0
Florida,39,2012,2.14E+08,2.23E+08,316,6,1,1,0,74.5,0,1,2,25.5,19.18167,19.2214,55.62,4586.94,1389.24,,401.856,,1173.16,636,3446,0
Florida,39,2012,6.77E+08,7.77E+08,881,8,1,1,0,53.7,0,1,2,46.3,20.33312,20.47048,151.41,7232.82,3523.08,,694.8,,1907.08,866,6389,0
Florida,39,2012,1.42E+08,1.56E+08,198,4,1,1,0,82.8,0,1,2,17.2,18.77125,18.8657,220.42,31164.06,942.48,104.23,1689.936,,7324.744,102,12208,0
Florida,39,2012,1.85E+08,2.13E+08,395,6,1,1,0,76.9,0,1,2,23.1,19.0341,19.17685,457.32,17911.2,18980.16,7.25,2686.44,,3392.712,2147,15628,0
Florida,39,2012,8.06E+07,7.45E+07,168,4,1,1,0,76.9,0,1,2,23.1,18.20469,18.1264,85.49,13693.5,1539.18,,796.02,,3377.144,349,6254,2
Florida,39,2012,8.45E+07,6.77E+07,258,5,1,1,0,76.9,0,1,2,23.1,18.25268,18.03003,229.69,34895.22,1619.76,,962.64,,9097.272,347,12856,1
Florida,39,2012,5.29E+08,5.21E+08,620,8,1,1,1,56.6,0,1,2,43.4,20.08684,20.07157,536.63,35900.94,45447.12,288.38,4074.444,34.72,6991.144,8471,28446,0
Florida,39,2012,1.09E+09,1.16E+09,939,8,1,1,1,63.7,0,2,2,36.3,20.81211,20.87206,764.26,73402.26,58483.74,532,4206,,12427.712,10500,25000,0
Florida,39,2012,5.43E+08,7.09E+08,466,7,1,1,2,66.2,0,1,2,33.8,20.11316,20.37877,476.89,35978.46,35162.46,40.29,3471.252,,8276.616,9429,29064,0
Florida,39,2012,4.37E+08,4.79E+08,501,8,1,1,3,56.6,0,1,2,43.4,19.89643,19.98629,,,,,,,,,,0
Georgia,38,2012,2.25E+08,2.33E+08,313,6,0,0,0,43.7,0,2,2,56.3,19.23381,19.26503,226.6,29503.5,3910.68,,1148.4,,5261.984,490,10027,1
Georgia,38,2012,9.05E+07,8.80E+07,88,3,0,0,0,61.2,0,2,2,38.8,18.32054,18.29263,525.3,45941.82,15559.08,1.38,2790.036,,9122.848,1208,20759,0
Georgia,38,2012,1.46E+08,1.53E+08,57,3,0,0,0,62,0,2,2,38,18.79696,18.84324,66.95,6512.7,2277.66,,774.24,,1779.2,762,5141,0
Georgia,38,2012,8.09E+07,8.00E+07,101,4,0,0,0,52,0,1,2,48,18.20927,18.19732,321.36,30323.58,4019.82,,1564.572,,6559.688,585,12732,0
Georgia,38,2012,1.74E+08,1.85E+08,236,5,0,0,0,50.4,0,1,2,49.6,18.97332,19.03739,239.99,23786.4,5094.9,,1367.868,,3778.576,784,11432,1
Georgia,38,2012,2.27E+08,2.44E+08,285,5,0,0,0,50.4,0,1,2,49.6,19.24225,19.31074,104.03,8047.8,1486.14,,717.6,,2308.512,379,5127,0
Georgia,38,2012,7.37E+08,7.64E+08,921,8,0,0,1,40.8,0,1,1,59.2,20.41829,20.45347,660.23,30175.68,55626.72,423.02,5572.176,,4882.792,8423,29513,1
Georgia,38,2012,2.03E+08,2.54E+08,237,5,0,1,0,60.5,0,2,2,39.5,19.12689,19.35292,75.19,3675.06,665.04,,367.488,,765.056,117,1761,0
Georgia,38,2012,5.67E+07,5.32E+07,52,3,0,1,0,56.3,0,1,2,43.7,17.85365,17.79043,568.56,62138.4,14033.16,0.99,4337.568,,12464.408,2850,35075,0
Georgia,38,2012,5.15E+07,5.65E+07,48,2,0,1,0,94.5,0,1,2,5.5,17.75715,17.84906,140.08,9623.7,2295,,874.56,,2460.856,541,6172,1
Georgia,38,2012,6.53E+07,1.06E+08,39,2,0,1,0,72.9,0,1,2,27.1,17.99458,18.47525,43.26,5734.44,848.64,,414.732,,1514.544,177,3191,0
Georgia,38,2012,2.28E+08,1.93E+08,283,5,0,1,0,40.8,0,1,1,59.2,19.24398,19.08017,35.02,2896.8,516.12,,387.768,,882.928,136,1978,1
Georgia,38,2012,6.35E+08,7.19E+08,580,8,0,1,0,56.3,0,1,2,43.7,20.2692,20.39291,123.6,6177.12,1950.24,,669.6,,1665.776,456,3920,0
Georgia,38,2012,8.93E+07,9.24E+07,115,4,0,1,0,68.2,0,2,2,31.8,18.30695,18.34139,244.11,29955.36,5071.44,,2087.736,,5610.04,1184,14320,1
Georgia,38,2012,1.47E+08,1.45E+08,143,4,0,1,0,72.7,0,1,2,27.3,18.80857,18.79316,41.2,2120.58,1502.46,,376.872,,662.752,596,2043,1
Georgia,38,2012,1.00E+08,1.11E+08,80,3,0,1,0,79.9,0,1,2,20.1,18.42381,18.52943,71.07,9194.28,1684.02,,590.376,,2105.016,441,4453,0
Georgia,38,2012,6.09E+07,6.79E+07,216,5,0,1,0,75,0,1,2,25,17.92393,18.03418,12.36,617.1,5.1,,80.412,,62.272,3,125,1
Georgia,38,2012,1.24E+07,1.27E+07,283,2,0,1,0,54.8,1,0,2,45.2,16.33321,16.35364,25.75,1735.02,103.02,,130.92,,230.184,21,415,2
Georgia,38,2012,9122908,1.03E+07,120,4,0,1,0,76.2,1,0,2,23.8,16.0263,16.15205,84.46,1540.2,167.28,,176.964,,420.336,48,692,0
Georgia,38,2012,7.35E+08,7.89E+08,579,8,0,1,1,29.4,0,1,2,70.6,20.4152,20.48659,530.45,53499,18729.24,290.11,4031.892,,9219.592,1932,24265,0
Georgia,38,2012,2.07E+08,2.41E+08,230,5,0,1,2,62.2,0,2,2,37.8,19.14678,19.3002,174.07,6652.44,1872.72,,462.996,,1305.488,372,6058,0
Georgia,38,2012,7.03E+07,6.80E+07,84,3,0,1,2,40.8,0,1,1,59.2,18.06775,18.03518,232.78,22559.34,6229.14,,1864.32,,4181.12,989,8593,2
Georgia,38,2012,5.51E+07,4.40E+07,321,4,0,1,2,43.7,0,2,2,56.3,17.82523,17.59904,121.54,6360.72,1039.38,,629.616,,1464.504,248,4943,0
Georgia,38,2012,1.94E+07,1.79E+07,25,2,0,1,3,69.4,0,2,2,30.6,16.78326,16.69836,25.75,3477.18,156.06,,145.548,,151.232,50,390,0
Georgia,38,2012,5.97E+08,6.40E+08,491,7,1,0,0,44,0,1,2,56,20.20689,20.27672,265.74,16867.74,9439.08,,1536.156,,3720.752,1940,12232,0
Georgia,38,2012,2.08E+08,1.91E+08,274,5,1,0,0,14.1,0,1,2,85.9,19.15107,19.06951,419.21,36866.88,14704.32,,4094.976,,7830.704,8422,25572,1
Georgia,38,2012,3.09E+07,2.84E+07,55,3,1,0,0,62.4,1,0,2,37.6,17.24688,17.1627,66.95,2612.22,753.78,,312.588,,711.68,240,1901,0
Georgia,38,2012,3.23E+07,3.15E+07,113,4,1,0,0,76,1,0,2,24,17.28989,17.26687,56.65,2261.34,368.22,,391.2,,554.888,121,1550,0
Georgia,38,2012,4.58E+08,4.90E+08,538,8,1,0,1,50.4,0,1,2,49.6,19.94316,20.01061,466.59,38667.18,15080.7,118.67,3422.268,,9803.392,5870,28023,1
Georgia,38,2012,2.87E+08,2.94E+08,303,6,1,0,2,73.7,0,1,2,26.3,19.47584,19.499,192.61,18629.28,8795.46,17.9,2115.6,,4729.336,1697,11680,1
Georgia,38,2012,1.38E+08,1.68E+08,165,4,1,1,0,57.1,0,1,2,42.9,18.74278,18.9387,501.61,14366.7,13027.44,,4696.188,,2655.456,3037,27938,0
Georgia,38,2012,8.38E+08,8.99E+08,571,8,1,1,0,40.8,0,1,1,59.2,20.54678,20.61666,55.62,2582.64,1302.54,,431.04,,955.208,394,3270,0
Georgia,38,2012,3.04E+08,2.99E+08,436,7,1,1,0,29.4,0,1,2,70.6,19.5336,19.51691,386.25,31358.88,17368.56,15.53,3396.336,,6427.36,2578,17095,0
Georgia,38,2012,7.60E+08,7.92E+08,481,7,1,1,0,40.8,0,1,1,59.2,20.449,20.49062,159.65,16819.8,3869.88,3.06,1193.088,,3834.176,762,7951,0
Georgia,38,2012,5.97E+08,6.00E+08,440,7,1,1,0,28.9,0,2,2,71.1,20.20729,20.21315,459.38,29322.96,15150.06,11,2212.632,,5851.344,3489,25099,0
Georgia,38,2012,2.60E+08,2.84E+08,148,4,1,1,0,67.8,0,1,2,32.2,19.37646,19.46445,163.77,11381.16,2116.5,,1086,,3109.152,436,8406,0
Georgia,38,2012,2.36E+08,2.26E+08,176,4,1,1,0,72.9,0,1,2,27.1,19.27935,19.23435,161.71,19349.4,2628.54,,1474.968,,4741.568,503,15045,2
Georgia,38,2012,5.77E+07,5.61E+07,45,2,1,1,0,40.9,0,2,2,59.1,17.8716,17.84332,169.95,11526,2198.1,,1550.4,,2837.824,533,7134,2
Illinois,43,2012,5.60E+07,5.43E+07,96,3,0,0,0,62.9,0,1,2,37.1,17.84011,17.80969,25.75,1959.42,198.9,,220.332,,547.104,73,710,1
Illinois,43,2012,2.99E+07,3.40E+07,16,1,0,0,0,88.6,0,2,2,11.4,17.21414,17.34278,16.48,748.68,33.66,,163.452,,134.552,10,187,1
Illinois,43,2012,3.16E+08,3.36E+08,377,6,0,0,0,43.9,0,2,0,56.1,19.57113,19.6321,25.75,1829.88,35.7,,219.516,,231.296,10,428,1
Illinois,43,2012,1.91E+07,2.05E+07,22,1,0,0,0,95.8,0,2,2,4.199997,16.76611,16.83558,49.44,2731.56,353.94,,424.872,,872.92,132,1112,0
Illinois,43,2012,7.84E+07,7.87E+07,139,4,0,0,0,43.9,0,2,0,56.1,18.17745,18.18126,146.26,14082.12,886.38,,949.248,,3169.2,515,5969,2
Illinois,43,2012,7.46E+07,8.53E+07,99,3,0,0,0,92.8,0,1,2,7.199997,18.12832,18.26168,32.96,2530.62,958.8,,248.304,,433.68,273,941,0
Illinois,43,2012,8.10E+07,9.16E+07,112,4,0,0,0,89.8,0,2,2,10.2,18.2097,18.33337,349.17,56455.98,2221.56,,2575.2,,11968.456,682,18662,1
Illinois,43,2012,2.57E+07,2.89E+07,16,1,0,0,0,97.3,0,2,2,2.699997,17.06222,17.17803,112.27,7222.62,13121.28,1.78,855.696,,1345.52,4560,8943,0
Illinois,43,2012,2.29E+07,2.45E+07,25,2,0,0,0,95,0,1,2,5,16.94615,17.01602,22.66,1173,79.56,,149.16,,443.688,37,523,0
Illinois,43,2012,1.09E+08,1.12E+08,163,4,0,0,0,72.7,0,1,2,27.3,18.50385,18.53391,138.02,10467.24,4319.7,,1045.56,,2742.192,1075,7190,0
Illinois,43,2012,4.05E+07,3.84E+07,150,4,0,0,0,88.9,0,1,2,11.1,17.51732,17.46279,50.47,4386,1601.4,,622.764,,1243.216,471,2508,0
Illinois,43,2012,2.79E+07,2.99E+07,25,2,0,0,0,92.1,0,2,2,7.900002,17.14348,17.21262,95.79,9076.98,1425.96,,766.74,,2115.024,421,3418,0
Illinois,43,2012,7.53E+07,8.12E+07,199,4,0,0,0,86.7,0,1,2,13.3,18.13682,18.21272,120.51,3061.02,6317.88,,669.984,,701.672,1676,3116,0
Illinois,43,2012,4.55E+07,4.25E+07,74,3,0,0,0,92.4,0,2,2,7.599998,17.63261,17.56554,25.75,2888.64,150.96,,300.744,,641.624,46,819,0
Illinois,43,2012,1.15E+08,1.24E+08,151,4,0,0,0,86.7,0,1,2,13.3,18.5632,18.63926,25.75,1174.02,153,,217.14,,399.208,62,603,0
Illinois,43,2012,1.67E+07,1.85E+07,25,2,0,0,0,87.1,1,0,2,12.9,16.63238,16.73524,25.75,2320.5,162.18,,193.308,,510.408,48,592,0
Illinois,43,2012,9999213,9585634,25,2,0,0,0,97.3,1,0,2,2.699997,16.11802,16.07578,48.41,4853.16,1540.2,,402.072,,1164.264,466,2078,0
Illinois,43,2012,4.12E+07,4.32E+07,90,3,0,0,0,96.6,1,0,2,3.400002,17.53484,17.58214,25.75,1273.98,29.58,,136.632,,270.216,18,286,1
Illinois,43,2012,2.21E+07,2.36E+07,21,1,0,0,0,96.2,1,0,2,3.800003,16.91214,16.97828,25.75,2367.42,147.9,,174.048,,372.52,54,614,1
Illinois,43,2012,2.08E+07,2.20E+07,18,1,0,0,0,97.4,1,0,2,2.599998,16.84992,16.90559,25.75,2056.32,412.08,,168.756,,444.8,109,606,0
Illinois,43,2012,2.80E+08,3.43E+08,292,5,0,0,1,72.5,0,2,2,27.5,19.44935,19.65294,299.73,25450.02,21154.8,,2321.22,,6414.016,5600,14371,2
Illinois,43,2012,1.19E+08,1.41E+08,100,4,0,0,1,85.1,0,1,2,14.9,18.59584,18.76429,103,9595.14,3362.94,,637.284,,2546.48,868,5154,0
Illinois,43,2012,4.17E+08,4.39E+08,326,6,0,0,2,72.5,0,2,2,27.5,19.84886,19.90053,67.98,7336.86,1556.52,6.25,1016.4,,2199.536,702,4035,1
Illinois,43,2012,2.76E+08,2.69E+08,255,5,0,0,2,59,0,2,1,41,19.43475,19.41138,262.65,25279.68,11478.06,,1661.04,,5979.224,2812,14506,0
Illinois,43,2012,1.24E+08,1.29E+08,80,3,0,0,2,88.3,0,1,2,11.7,18.63612,18.67605,290.46,33741.6,5263.2,,2838.36,,7241.344,1441,14059,1
Illinois,43,2012,1.17E+08,1.25E+08,89,3,0,0,2,88.9,0,2,2,11.1,18.5786,18.64691,413.03,50814.36,9505.38,,3165.852,,12177.512,1882,22874,1
Illinois,43,2012,4.70E+08,5.44E+08,330,6,0,0,2,70.5,0,2,1,29.5,19.96866,20.11468,310.03,29441.28,18654.78,18.35,2478.96,,6333.952,5777,18074,0
Illinois,43,2012,3.85E+08,3.62E+08,315,6,0,0,2,70.5,0,2,1,29.5,19.76919,19.70754,306.94,33983.34,4525.74,,2744.4,,8387.816,1209,20976,0
Illinois,43,2012,9.74E+07,1.00E+08,1151,4,0,1,0,80.4,0,1,2,19.6,18.39453,18.42107,77.25,13715.94,2315.4,,741.384,,3509.472,636,4916,2
Illinois,43,2012,1.87E+08,2.43E+08,298,5,0,1,0,43.9,0,2,0,56.1,19.04904,19.30823,43.26,2382.72,1105.68,,436.32,,748.376,324,1544,0
Illinois,43,2012,2.34E+07,2.46E+07,54,3,0,1,0,83.7,0,2,2,16.3,16.96935,17.01667,22.66,1256.64,91.8,,189.696,,343.608,39,503,0
Illinois,43,2012,1.12E+08,1.15E+08,114,4,0,1,0,43.9,0,2,0,56.1,18.53543,18.5598,13.39,825.18,113.22,,182.868,,280.224,49,519,0
Illinois,43,2012,4.79E+07,5.00E+07,282,2,0,1,0,76,0,1,2,24,17.68535,17.7274,179.22,13573.14,3984.12,,732.384,1.12,3457.208,2009,7101,2
Illinois,43,2012,1.34E+08,1.40E+08,1151,4,0,1,0,70.9,0,2,2,29.1,18.71368,18.75944,88.58,16343.46,3929.04,,922.8,,3804.152,1162,5637,0
Illinois,43,2012,4.13E+07,4.98E+07,25,2,0,1,0,79.7,0,2,2,20.3,17.53544,17.72257,25.75,3258.9,73.44,,157.62,,395.872,24,442,0
Illinois,43,2012,1.81E+08,1.71E+08,260,5,0,1,0,62.9,0,1,2,37.1,19.01604,18.95589,136.99,14666.58,3386.4,,761.628,,4067.696,988,6881,0
Illinois,43,2012,2.68E+07,2.67E+07,25,2,0,1,0,86.7,0,1,2,13.3,17.10442,17.09923,99.91,5519.22,1075.08,,428.28,,1415.576,427,2120,2
Illinois,43,2012,5.05E+07,4.89E+07,98,3,0,1,0,88.3,0,2,2,11.7,17.73845,17.70458,100.94,7861.14,2048.16,,660.528,,1840.36,638,3497,0
Illinois,43,2012,6.28E+07,6.84E+07,125,4,0,1,0,95,0,1,2,5,17.9554,18.04023,221.45,17585.82,4707.3,14.3,1279.5,,4356.816,1287,10250,1
Illinois,43,2012,1.10E+08,1.23E+08,282,4,0,1,0,91.5,0,1,2,8.5,18.51998,18.62479,23.69,1522.86,123.42,,170.112,,283.56,44,410,1
Illinois,43,2012,9.88E+07,9.90E+07,104,4,0,1,0,92.4,0,1,2,7.599998,18.40882,18.41082,25.75,2113.44,392.7,,263.556,,668.312,136,931,1
Illinois,43,2012,1.83E+07,1.86E+07,25,2,0,1,0,97,0,1,2,3,16.72469,16.73669,25.75,2279.7,428.4,,193.728,,617.16,139,875,0
Illinois,43,2012,2.67E+07,2.57E+07,99,3,0,1,0,80.4,0,1,2,19.6,17.09928,17.06054,193.64,18016.26,14883.84,5.84,1111.2,,4034.336,2719,10905,0
Illinois,43,2012,1.57E+08,1.54E+08,2365,4,0,1,0,43.9,0,2,0,56.1,18.87335,18.85379,172.01,12573.54,4762.38,12.68,880.344,,3463.88,1488,8385,0
Illinois,43,2012,1.67E+07,1.62E+07,25,2,0,1,0,92.4,0,2,2,7.599998,16.6329,16.59964,169.95,11381.16,2438.82,4.63,842.448,,2309.624,336,3811,0
Illinois,43,2012,2.56E+07,2.63E+07,55,3,0,1,0,97.5,1,0,2,2.5,17.05903,17.08583,25.75,2336.82,55.08,,149.856,,336.936,24,399,1
Illinois,43,2012,3.50E+07,3.72E+07,25,2,0,1,0,97.7,1,0,2,2.300003,17.37197,17.43112,25.75,3929.04,790.5,,252.552,,908.504,269,1351,0
Illinois,43,2012,2.99E+07,3.50E+07,25,2,0,1,0,94.1,1,0,2,5.900002,17.21232,17.37104,25.75,2077.74,257.04,,202.176,,591.584,81,769,0
Illinois,43,2012,3.44E+08,3.72E+08,326,6,0,1,1,70.5,0,2,1,29.5,19.65562,19.73352,297.67,35702.04,6648.36,,2384.4,,7908.544,1331,17631,0
Illinois,43,2012,8.63E+07,8.51E+07,141,4,0,1,2,70.5,0,2,1,29.5,18.27383,18.2593,101.97,9027,1516.74,,694.944,2.24,2255.136,330,3703,0
Illinois,43,2012,1.40E+08,1.31E+08,1151,4,0,1,2,59,0,2,1,41,18.76067,18.68721,427.45,54784.2,15199.02,1.04,2426.004,,12000.704,4438,25369,0
Illinois,43,2012,2.26E+08,2.71E+08,2365,4,0,1,2,65.2,0,2,2,34.8,19.23769,19.41798,163.77,14538.06,1819.68,,1127.892,,3879.768,529,8079,0
Illinois,43,2012,1.24E+08,1.33E+08,135,4,0,1,2,83.7,0,2,2,16.3,18.63711,18.70558,222.48,13043.76,8629.2,,973.728,,3114.712,1788,7946,0
Illinois,43,2012,1.26E+08,1.31E+08,1151,4,0,1,2,73.4,0,2,2,26.6,18.65001,18.68763,349.17,32299.32,17357.34,,1984.8,,7046.744,3695,18032,0
Illinois,43,2012,2.03E+08,2.20E+08,173,4,0,1,2,83.7,0,2,2,16.3,19.12743,19.21104,174.07,24423.9,2305.2,,1369.86,,5145.224,588,10817,0
Illinois,43,2012,2.11E+08,2.60E+08,317,6,0,1,2,75.7,0,2,2,24.3,19.16715,19.37498,345.05,49036.5,13180.44,,2558.448,,9794.496,2331,18636,0
Illinois,43,2012,9.34E+07,1.05E+08,101,4,0,1,2,75.7,0,2,2,24.3,18.35214,18.46533,124.63,11545.38,7101.24,,578.94,,1913.752,1273,5018,0
Illinois,43,2012,6.15E+07,5.43E+07,279,5,0,1,2,43.9,0,2,0,56.1,17.93424,17.80989,86.52,11836.08,4026.96,,678.528,,3115.824,984,6354,2
Illinois,43,2012,3.64E+08,3.82E+08,1151,7,0,1,2,67.2,0,2,2,32.8,19.71322,19.76072,148.32,17628.66,3723,,931.956,,3556.176,804,6491,2
Illinois,43,2012,6.51E+08,8.36E+08,344,6,0,1,2,70.5,0,2,1,29.5,20.29348,20.5446,187.46,16704.54,6266.88,,821.016,,3672.936,1686,7665,0
Illinois,43,2012,1.83E+08,1.92E+08,1151,4,0,1,2,59,0,2,1,41,19.02631,19.07459,142.14,8253.84,3863.76,,566.244,,2100.568,1835,5701,0
Illinois,43,2012,1.04E+08,1.02E+08,148,4,0,1,2,67.2,0,2,2,32.8,18.46252,18.4372,153.47,7742.82,3157.92,,733.284,,2251.8,1146,4461,0
Illinois,43,2012,1.88E+08,2.20E+08,159,4,0,1,2,59,0,2,1,41,19.05374,19.20827,146.26,10150.02,2971.26,,1064.4,,2734.408,595,5978,0
Illinois,43,2012,4.41E+07,5.60E+07,47,2,0,1,3,92.1,0,1,2,7.900002,17.60218,17.84058,96.82,12030.9,3318.06,,870.828,,2989.056,798,5787,0
Illinois,43,2012,1.47E+08,1.72E+08,94,3,0,1,3,79.7,0,2,2,20.3,18.80923,18.96323,51.5,2003.28,933.3,,347.82,,690.552,246,1497,1
Illinois,43,2012,8.52E+07,9.24E+07,194,4,1,0,0,43.9,0,2,0,56.1,18.26077,18.3413,91.67,12461.34,3459.84,,1565.628,,3292.632,1151,6038,2
Illinois,43,2012,1.96E+08,2.21E+08,128,4,1,0,0,91.6,0,1,2,8.400002,19.09256,19.21556,215.27,13552.74,18588.48,15.99,871.188,,3009.072,2913,10118,2
Illinois,43,2012,4.19E+07,3.81E+07,125,4,1,0,0,43.9,0,2,0,56.1,17.54965,17.4568,287.37,24308.64,7609.2,14.36,2163.036,,6535.224,2160,12566,1
Illinois,43,2012,5.47E+07,8.26E+07,134,4,1,0,0,43.9,0,2,0,56.1,17.81696,18.23006,151.41,10669.2,12485.82,,409.896,,2209.544,2853,6295,0
Illinois,43,2012,2.92E+08,3.02E+08,188,4,1,0,0,78.4,0,2,2,21.6,19.49059,19.52542,162.74,9757.32,14502.36,3.61,788.472,,2076.104,3709,7292,0
Illinois,43,2012,1.20E+08,1.29E+08,260,5,1,0,0,43.9,0,2,0,56.1,18.5998,18.6718,176.13,10303.02,21303.72,7.04,848.46,,2073.88,5082,8297,2
Illinois,43,2012,2.42E+08,2.68E+08,345,6,1,0,0,62.9,0,1,2,37.1,19.30327,19.40475,184.37,13483.38,15414.24,3,633.876,,2236.232,2731,5965,1
Illinois,43,2012,1.31E+09,1.45E+09,558,8,1,0,1,43.9,0,2,0,56.1,20.99637,21.09328,306.94,27669.54,21053.82,54.37,2009.82,,6289.472,4303,20114,0
Illinois,43,2012,3.75E+08,4.82E+08,313,6,1,0,1,70.9,0,2,2,29.1,19.74373,19.99314,588.13,41302.86,41262.06,549.94,6790.404,,7482.648,7193,23441,0
Illinois,43,2012,2.34E+08,2.64E+08,325,6,1,0,2,73.4,0,2,2,26.6,19.27157,19.39202,301.79,26764.8,15298.98,6.85,1708.104,,5806.864,2784,12507,1
Illinois,43,2012,5.97E+07,8.01E+07,244,5,1,1,0,43.9,0,2,0,56.1,17.90449,18.19822,163.77,16582.14,9146.34,13.28,1208.652,,4772.704,2559,10292,0
Illinois,43,2012,1.39E+08,1.43E+08,402,7,1,1,0,43.9,0,2,0,56.1,18.7475,18.7772,590.19,56288.7,42248.4,167.91,6570.216,,11713.808,9202,34038,2
Illinois,43,2012,1.23E+08,1.61E+08,270,5,1,1,0,43.9,0,2,0,56.1,18.6271,18.89784,270.89,12738.78,33706.92,123.84,1884.252,,2791.12,8749,18372,0
Illinois,43,2012,1.27E+08,1.49E+08,495,7,1,1,0,43.9,0,2,0,56.1,18.65593,18.82208,297.67,34861.56,6979.86,68.19,1831.452,,7457.072,1085,11882,0
Illinois,43,2012,1.88E+08,1.96E+08,2365,5,1,1,0,43.9,0,2,0,56.1,19.05136,19.09356,465.56,36692.46,64490.52,35.81,1985.868,,6788.76,11431,24395,2
Illinois,43,2012,8.77E+07,1.05E+08,327,6,1,1,0,43.9,0,2,0,56.1,18.28969,18.4695,215.27,19306.56,5309.1,2.98,969.324,,3634.016,951,6958,0
Illinois,43,2012,2.05E+08,2.37E+08,282,4,1,1,0,76,0,1,2,24,19.14075,19.28221,252.35,24922.68,20754.96,70.23,1669.92,,6042.608,5840,14904,0
Illinois,43,2012,2.96E+08,2.84E+08,290,5,1,1,0,43.9,0,2,0,56.1,19.50469,19.46416,209.09,21512.82,7474.56,,1263.6,,5266.432,1467,12168,2
Illinois,43,2012,2.47E+08,2.51E+08,291,5,1,1,0,43.9,0,2,0,56.1,19.32662,19.34244,262.65,18007.08,10778.34,125.76,1299.756,,4016.544,1770,10509,2
Illinois,43,2012,9.81E+08,1.03E+09,535,8,1,1,1,43.9,0,2,0,56.1,20.70371,20.75003,545.9,49762.74,29792.16,194.94,4011.18,,11751.616,4201,27390,0
Illinois,43,2012,3.30E+08,3.85E+08,335,6,1,1,1,43.9,0,2,0,56.1,19.6145,19.76789,277.07,33530.46,14284.08,,1731.6,,7806.24,3203,17386,2
Illinois,43,2012,8.48E+08,9.12E+08,2365,8,1,1,1,43.9,0,2,0,56.1,20.55837,20.6314,271.92,17909.16,17999.94,179.64,2456.4,,4701.536,3563,15044,0
Illinois,43,2012,4.36E+08,4.62E+08,430,7,1,1,1,82.5,0,1,2,17.5,19.89429,19.95144,481.01,41388.54,28007.16,376.26,7419.6,,8760.336,5054,23588,0
Illinois,43,2012,2.74E+08,3.02E+08,2365,5,1,1,1,65.2,0,2,2,34.8,19.43022,19.52626,608.73,71123.58,44942.22,214.23,5464.8,,14602.784,7030,38403,0
Illinois,43,2012,6.06E+08,7.08E+08,2365,8,1,1,1,43.9,0,2,0,56.1,20.2224,20.3781,374.92,38593.74,21291.48,98.17,2670.408,0.1344,8346.672,3877,17031,0
